421;65071;obstinate;"1) настойчивый, упорный; упрямый, не поддающийся (удержанию, просьбам); не прислушивающийся (к доводам)  2) трудно контролируемый; едва сдерживаемый  3) трудноизлечимый (о болезни)"
393;65043;obsessive;одержимый навязчивой идеей, желанием
499;62663;naughty;"1) непослушный; шаловливый; капризный  2) дурной, гадкий (о взрослых)  3) (эвф.) рискованный, сомнительный  4) (уст.) порочный, греховный, испорченный  5) (библ.) плохой, худой"
375;62535;narrow-minded;"ограниченный, узкий, недалекий, узколобый; с предрассудками"
4120;61153;moody;1) легко поддающийся переменам настроения  2) унылый, угрюмый  3) со скверным характером
3449;60448;miserly;скупой, скаредный
1632;58507;materialistic, materialistical;материалистический
12;57107;Machiavellian;"1) последователь принципов Макиавелли  2) беспринципный политик  3) макиавеллиевский, макиавеллистический  4) хитроумный; бессовестный, бесчестный; беспринципный"
2849;50821;intolerant;1) нетерпимый человек, фанатик  2) нетерпимый, фанатичный, не проявляющий терпимости к чужому мнению, вероисповеданию и т. п.  3) не проявляющий выносливости
2560;50528;interfering;"вмешивающийся; мешающий; назойливый"
2558;50526;interfere;"1) (with) мешать, служить препятствием, помехой; чинить препятствия, помехи  2) вредить, причинять вред; наносить ущерб; портить  3) (эвф.) изнасиловать  4) (in) вмешиваться, вторгаться (в чьи-л. дела, отношения и т. п.)  5) надоедать, докучать (кому-л.)  6) сталкиваться, противоречить друг другу  7) (ам.) (юр.) оспаривать (чьи-л.) права на патент  8) (вет.) засекаться (о лошади)  9) (ам.) неправильно блокировать противника (футбол)  10) (физ.) интерферировать"
1830;49777;inflexible;"1) негибкий; несгибаемый, негнущийся, жесткий  2) непреклонный, непоколебимый; неумолимый  3) неизменяемый, неизменный"
1532;49471;indiscreet;"1) нескромный, несдержанный  2) неблагоразумный; неосторожный, опрометчивый"
1426;49342;indecisive;1) нерешающий, неокончательный  2) нерешительный, колеблющийся  3) (редк.) неясный, неопределенный
1316;49232;inconsistent;"1) несовместимый; не соответствующий, противоречащий чему-либо  2) непоследовательный, противоречивый  3) неустойчивый, изменчивый"
1312;49228;inconsiderate;"1) невнимательный (к другим); не считающийся с остальными  2) необдуманный, неосмотрительный, опрометчивый; непродуманный, невзвешенный"
993;48919;impulsive;1) импульсивный, легко поддающийся воздействию  2) побуждающий, толкающий, движущий
1344;43649;harsh;"1) грубый (на ощупь); жесткий; шероховатый  2) зазубренный  3) резкий, неприятный (на вкус, на слух и т. п.)  4) режущий глаз, ядовитый, раздражающий (о цвете, свете и т. п.)  5) суровый, резкий (о климате и т. п.)  6) резкий, порывистый (о движении, действии и т. п.)  7) грубый, резкий (о выражениях и т. п.)  8) строгий, суровый; жестокий"
3500;42257;gullible;легковерный, доверчивый
3338;42078;grumpy;"сердитый, сварливый; раздражительный"
4820;38710;fussy;1) суетливый, нервный  2) перегруженный деталями, аляповатый  3) разборчивый (особ в еде) 
3249;37036;foolhardy;"безрассудно храбрый; отчаянный; любящий ненужный риск"
3251;37038;foolish;"1) глупый, безрассудный; взбалмошный  2) дурацкий, нелепый  3) слабоумный"
2619;36404;flirtatious;кокетливый, любящий пофлиртовать
1806;35578;finicky;"(неодобр.) разборчивый, придирчивый; мелочно-требовательный; на него не угодишь"
4623;28146;domineering;"1) деспотический, властный, не допускающий возражений  2) высокомерный  3) господствующий, возвышающийся (над местностью); командный"
4519;27990;dogmatic;"1) догматический; доктринерский  2) категорический, безапелляционный  3) высокомерный; излишне самоуверенный  4) (редк.) дидактический"
2463;25948;detached;"1) отдельный, обособленный; стоящий особняком  2) оторванный; несвязанный  3) отдельный, выполняющий самостоятельную задачу  4) беспристрастный, непредубежденный; независимый  5) (воен.) (от)командированный  6) (геол.) отжатый"
1025;24472;deceitful;"1) лживый; вероломный; предательский; обманный  2) вводящий в заблуждение, обманчивый"
9978;23525;cynical;циничный, бесстыдный
10813;119511;cunningly;1) хитро  2) ловко
9615;23149;cunning;"1) хитрость, коварство, лукавство  2) (редк.) уменье, ловкость, искусство  3) коварный, хитрый, лукавый  4) искусно сделанный  5) (ам.) (разг.) прелестный, привлекательный; интересный, пикантный  6) (уст.) умелый, ловкий"
9308;22837;cruel;1) жестокий, безжалостный, бессердечный  2) мучительный, ужасный, жестокий  3) (эмоц-усил.) очень, чрезвычайно, чертовски  4) (австрал.) (разг.) портить, губить, лишать шансов на успех
8544;22042;cowardly;"1) трусливый; малодушный  2) (редк.) трусливо, малодушно"
6415;19847;compulsive;"1) (психол.) человек, испытывающий непреодолимое влечение к чему-д; большой, страдающий навязчивыми состояниями  2) обязательный (для всех)  3) принудительный, связанный с принуждением  4) (психол.) непреодолимый; навязчивый; маниакальный  5) (психол.) страдающий навязчивой идеей, непреодолимым влечением"
1620;14785;careless;"1) небрежный, невнимательный  2) неаккуратный, неточный  3) беспечный, беззаботный; легкомысленный  4) (of) не думающий (о чем-л.); пренебрегающий (чем-л.)  5) безыскусственный, естественный"
1264;14414;cantankerous;"сварливый, придирчивый; вздорный, неуживчивый"
884;13997;callousness;"бессердечность, бездушие, бесчувственность; нечуткость; грубость (чувств)"
882;13995;callous;"1) мозолистый, огрубелый; жесткий (о коже, руках)  2) бессердечный, бесчувственный, нечуткий  3) делать грубым, бесчувственным, огрублять  4) огрубляться, становиться грубым, бесчувственным"
4624;11706;bossy;"1) (разг.) распоряжающийся, заправляющий всем  2) (ам.) (разг.) корова  3) (ам.) (разг.) мясо  4) украшенный барельефами; выпуклый"
3279;10307;bitchy;стервозный, поганый
2189;9138;belligerence;1) воинственность  2) состояние войны
2229;50192;insolent;"1) нахал, грубиян  2) высокомерный, надменный; пренебрежительный, презрительный  3) наглый, дерзкий, нахальный; вызывающий"
5860;5771;arrogant;"1) высокомерный, надменный, заносчивый; самонадеянный  2) наглый; бесцеремонный"
2604;81050;reserved;"1) запасный, запасной; резервный  2) заказанный заранее  3) скрытный  4) сдержанный, замкнутый"
366;78397;quick-wittedly;1) находчиво, сообразительно  2) остроумно
365;78396;quick-witted;1) находчивый, сообразительный  2) остроумный
5551;73513;plucky;1) (разг.) смелый, отважный, решительный  2) (фот.) четкий, отчетливый
4913;72859;placid;спокойный, мирный, безмятежный
10505;118100;pioneer;"1) пионер, первоткрыватель; первопроходец  2) зачинатель, инициатор  3) новатор  4) (воен.) сапер  5) (биол.) пионер (растение, животное или сообщество, первым поселяющееся на пустой территориИ)  6) (часто P.) пионер (член пионерской организации)  7) (P.) (ам.) название серии американских автоматических космических аппаратов (для исследования Луны)  8) первый  9) новый, новаторский  10) пробный, исследовательский  11) прокладывать путь, быть пионером, первооткрывателем, инициатором (тж. to pioneer it)  12) вести, направлять"
4625;72560;pioneering;1) изыскания, изыскательские работы  2) (с-х.) подъем нови, вспашка целины  3) мелиорирование 
11504;130887;persistently;1) настойчиво  2) устойчиво
3182;71027;persistent;1) упорный, настойчивый  2) стойкий, устойчивый, постоянный  3) постоянный (о минерале или месторождении)  4) неопадающий (о листве)  5) (зоол.) непрерывно возобновляющийся (о рогах, зубах и т. п.)
2982;41716;gregarious;"1) стадный; стайный; ходящий, живущий стадами, стаями  2) общительный  3) стадный"
7468;20914;convincingly;убедительно
7467;20913;convincing;убедительный
7464;20910;convince;"1) убеждать, уверять  2) (of) убедить (в чем-л.); довести до чьего-л. сознания"
3234;71080;persuade;"1) убеждать; склонять, уговаривать  2) вдавливать, втискивать"
3239;71085;persuasiveness;убедительность
11374;128986;persuasively;убедительно
3238;71084;persuasive;"1) (редк.) побуждение, мотив; стимул  2) убедительный"
3391;37182;forceful;1) сильный, мощный  2) сильный, волевой  3) действенный, убедительный
4484;83061;ruth;"(уст.) милосердие, сострадание, жалость; раскаяние; горе, печаль"
4489;83066;ruthless;безжалостный, жестокий
739;48665;impartiality;беспристрастность, непредвзятость, справедливость
4202;129070;impartially;беспристрастно
738;48664;impartial;беспристрастный, непредвзятый, справедливый
5555;124053;fair-mindedness;1) справедливость  2) беспристрастность
357;34107;fair-minded;справедливый, беспристрастный, непредубежденный
4156;33768;exuberant;1) роскошный, обильный, буйный (о растительности)  2) бьющий через край, бьющий ключом, неудержимый  3) излишний, избыточный  4) пышный, цветистый (о стиле и т. п.)  5) цветущий (о виде)
2506;25992;determined;"1) решительный, полный решимости; непреклонный  2) определенный, установленный"
6724;123494;discreetness;1) сдержанность  2) осторожность  3) осмотрительность
3610;27121;discreetly;"осторожно, осмотрительно; благоразумно; сдержанно"
3609;27120;discreet;"осторожный, осмотрительный; рассудительный; благоразумный; сдержанный; скромный"
3150;26652;diligently;прилежно, усердно, старательно, с усердием
3149;26651;diligent;"1) прилежный, усердный, старательный  2) неустанный; кропотливый (о работе)  3) (уст.) внимательный, заботливый"
8441;21945;courteous;вежливый, учтивый, любежный, обходительный
5091;115037;festivity;"1) веселье, праздничность; праздничное, веселое настроение  2) (мн.ч.) празднество; торжества"
7470;20916;convivial;"1) праздничный; пиршественный  2) компанейский, любящий выпить и закусить с друзьями"
6988;20431;considerably;значительно, много
6989;20432;considerate;"1) внимательный; тактичный, заботливый  2) умышленный, обдуманный; серьезный"
6268;19698;compassion;"1) сочувствие; жалость  2) сжалиться над кем-л  3) (редк.) относиться с состраданием, жалеть"
6269;19699;compassionate;1) сострадательный, сочувствующий, жалостливый  2) (обыкн.) (воен.) предоставляемый по исключительным, (обыкн.) семейным обстоятельствам (о переводе, назначении и т. п.)  3) относиться с состраданием, сочувствием, жалеть
6270;19700;compassionately;сочувственно, с состраданием
3703;3438;amiability;"1) благожелательность, дружелюбие; любезность  2) приветливость, мягкость; добродушие  3) милые слова; комплименты"
3705;3440;amiably;"дружески; любезно, мило; приветливо"
8360;130889;amicableness;дружелюбность
3710;3445;amicable;1) дружественный, дружелюбный  2) (часто юр.) мирный, полюбовный
11104;123844;conscientiousness;1) добросовестность  2) сознательность
6941;20384;conscientiously;добросовестно, честно
6939;20382;conscientious;"добросовестный, честный, сознательный; добросовестно относящийся (к делу)"
3704;3439;amiable;"1) любезный, благожелательный, дружелюбный  2) симпатичный; привлекательный; приятный, милый"
2045;1573;affectionately;"1) нежно; ласково  2) с любовью"
2044;1572;affectionate;любящий, нежный, ласковый
2031;1559;affable;"приветливый; учтивый, любезный"
1507;1003;adaptable;1) легко приспособляющийся, адаптирующийся  2) умеющий происпосабливаться к новой обстановке, чужим людям и т. п.  3) поддающийся адаптации, переделке  4) подходящий, пригодный
6786;20221;confront;1) стоять против  2) встретиться лицом к лицу  3) столкнуться  4) сталкивать (кого-л с чем-л)  5) противостоять, смотреть в лицо (опасности, смерти)  6) (юр.) конфронтировать, делать очную ставку  7) (юр.) предъявлять  8) сравнивать, сопоставлять, сличать
1293;79662;receptive;1) восприимчивый  2) (спец.) рецептивный
3363;112717;opposed;1) противный, противоположный (to)  2) встречающий сопротивление  3) враждебный (to)
1216;30655;eligible;1) могущий, имеющий право быть избранным  2) подходящий, желательный, приемлемый  3) (разг.) подходящий в качестве мужа
6298;6242;astonishment;1) удивление, изумление  2) то, что вызывает удивление
6297;6241;astonishing;удивительный, изумительный
8185;128590;astonished;1) изумленный  2) пораженный
6296;6240;astonish;удивлять, изумлять
1167;638;accustomed;привычный, обычный
2442;50407;intense;"1) сильный; глубокий, значительный  2) напряженный, интенсивный  3) впечатлительный; эксцентричный  4) (с-х.) (редк.) интенсивный"
2946;114137;wildly;дико
928;107250;wearily;"1) утомительно; скучно, нудно  2) устало"
899;107219;weakly;"1) хилый, болезненный; хрупкий (о сложении)  2) слабый, неустойчивый (морально)  3) слабо"
1679;123960;vivacious;1) живой  2) оживленный
1270;106118;vivacity;"1) живость, оживленность; бодрость; веселость, жизнерадостность  2) веселье, оживление  3) яркость (цвета, света)  4) (редк.) живучесть, долголетие"
1731;129457;vivaciously;оживленно
1532;114057;violently;"1) очень, сильно  2) неистово, яростно  3) жестоко; бесчеловечно"
923;105759;victoriously;1) победно, победоносно  2) тоном победителя
5813;101175;truthfully;"1) правдиво  2) верно; правильно"
7131;118780;tightly;"1) туго  2) крепко, накрепко  3) плотно, без зазоров  4) плотно, тесно  5) до краев; тесно  6) напряженно  7) строго  8) (диал.) глубоко, основательно; энергично  9) (редк.) опрятно"
7109;118758;thoroughly;1) вполне, совершенно, до конца  2) тщательно, как следует
1668;96905;tensely;"1) напряженно; с напряжением  2) возбужденно; в состоянии нервного возбуждения, напряжения"
1623;96848;tenderly;"1) нежно, мягко; ласково; любовно  2) чутко  3) осторожно"
11922;95021;swiftly;"быстро; поспешно"
11683;94774;suspiciously;подозрительно, с подозрением
14822;133867;stupidly;тупо
13764;122997;sternly;круто
13417;119553;stealthily;1) украдкой  2) исподтишка  3) тайно  4) втихомолку
7743;90743;speedily;"1) поспешно, скоро, быстро; проворно  2) своевременно, без задержки"
14841;134149;solemnly;торжественно
6820;89756;softly;1) мягко, нежно  2) тихо
6328;89258;smoothly;"1) гладко; ровно; плавно  2) хорошо, гладко, благополучно"
14540;130963;sleepily;1) сонно  2) вяло  3) лениво
13396;119312;silently;1) молча  2) потихоньку
14620;131773;shyly;1) застенчиво  2) робко
3927;86747;sharply;1) резко  2) внимательно
3230;86030;sensibly;"1) разумно; благоразумно  2) ощутимо, заметно"
2990;85643;selfishly;эгоистично
13080;118433;safely;"1) благополучно  2) надежно  3) без риска; безопасно"
4290;82841;rudely;"1) оскорбительно, нагло, грубо  2) примитивно, топорно  3) сильно; резко, внезапно  4) приблизительно, грубо"
5448;131015;rightfully;1) справедливо  2) законно  3) правильно
2384;80829;repeatedly;"неоднократно, часто; повторно"
5233;125614;reluctantly;1) неохотно  2) с неохотой  3) без желания
4844;118322;reluctance;"1) нежелание, неохота, нерасположение; отвращение  2) (физ.) магнитное сопротивление"
1333;79702;reckless;"1) безрассудный, опрометчивый; беспечный, беззаботный  2) дерзкий, отчаянный; неосторожный, безответственный  3) (of) пренебрегающий (чем-л.)"
5479;131721;recklessly;азартно
402;78414;quietly;"1) тихо; бесшумно  2) мирно, спокойно"
374;78379;quickly;"быстро, скоро; поспешно; незамедлительно"
9464;77549;punctually;пунктуально, точно
8388;76437;promptly;"1) быстро, немедленно, срочно; безотлагательно  2) точно, своевременно"
10111;112948;powerfully;"1) крепко, мощно, сильно  2) сильно (действовать, воздействовать)  3) веско; значительно"
10546;118141;poor;"1) (the poor) (собир.) бедные, бедняки, беднота; неимущие  2) бедный, неимущий, малоимущий  3) бедный, несчастный  4) (диал.) покойный, умерший  5) (часто ирон.) скромный; жалкий, ничтожный  6) незначительный, небольшой, жалкий  7) недостаточный, скудный; плохой  8) (in) бедный, скудный (в каком-л. отношении)  9) плохой, низкого качества; скверный  10) плохой, слабый  11) неприятный, плохой, не доставляющий удовольствия  12) дурной, низкий, неблагородный  13) неплодородный (о почве)  14) непитательный (о продуктах)  15) слабый, плохой  16) худой, тощий (о скоте)  17) поношенный, износившийся (об одежде) "
6021;74009;politely;"вежливо; любезно; обходительно"
2908;70740;perfectly;1) совершенно, вполне  2) прекрасно, великолепно, превосходно
11621;132341;patiently;терпеливо
574;68267;painfully;болезненно, мучительно
1458;66161;openly;"1) открыто, откровенно  2) публично; общеизвестно"
192;64839;obediently;послушно, покорно
189;64836;obedient;1) (уст.) послушный, покорный человек  2) (уст.) послушник  3) послушный, покорный
1510;63789;noisily;"шумно, громко; с грохотом"
2946;134209;nervously;1) нервно  2) нервозно  3) нервически
2426;112592;neatly;1) аккуратно, опрятно  2) четко, ясно  3) ловко, проворно, искусно, умело
5224;62307;mysterious;"таинственный; непостижимый"
4337;61386;mortality;1) смертельность, летальность (исхода болезни)  2) смертность  3) падеж (скота)  4) (собир.) (редк.) человечество, смертные, род человеческий  5) (уст.) смерть
459;57241;madly;1) как сумасшедший, как душевно больной  2) безумно, бешено, исступленно  3) безрассудно, ветрено
3015;56593;loudly;"1) громко; громогласно  2) шумно  3) кричаще, ярко; пестро"
2934;56500;loosely;свободно и пр.
1081;54541;lazily;"лениво; медлительно"
543;53089;kindly;"1) добрый; мягкий; добродушный; дружелюбный; отзывчивый  2) мягкий, приятный; благоприятный, благотворный  3) благоприятный  4) (уст.) законный  5) доброжелательно, благожелательно; сердечно; любезно; благосклонно  6) любезно (в формулах вежливости)  7) (разг.) естественно; легко, без напряжения  8) сердечно  9) (ам.) с благодарностью"
1024;52571;justly;1) справедливо, законно  2) справедливо, заслуженно  3) (ам.) верно, правильно
1191;126145;joyously;1) радостно  2) весело
2131;50089;inquisitively;1) пытливо, любознательно  2) из любопытства
2065;50021;innocently;"невинно; наивно"
4785;47295;hurriedly;"торопливо, поспешно; наспех; кое-как, на скорую руку"
4702;47206;hungrily;как голодный, жадно, с жадностью
5739;117642;hastily;"1) поспешно, торопливо; наспех; второпях  2) опрометчиво, необдуманно  3) запальчиво; вспылив, в сердцах"
1101;43400;happily;"1) счастливо; весело  2) к счастью  3) успешно; удачно, благополучно; уместно, вовремя"
2889;41606;greedily;"1) жадно, с жадностью; алчно  2) с рвением"
2469;41166;gracefully;1) грациозно, изящно  2) приятно, элегантно  3) вежливо, прилично
4447;126306;gladly;1) с удовольствием  2) с радостью  3) охотно  4) радостно
1156;39757;gently;"1) мягко; тихо, спокойно; кротко; нежно  2) легко, осторожно  3) отлого"
1068;39656;generously;1) великодушно, благородно  2) щедро
4029;37852;frantically;неистово, бешено, безумно
4025;37847;frankly;"прямо, открыто; откровенно"
5871;129525;foolishly;1) глупо  2) бессмысленно  3) нелепо
3216;37009;fondly;1) нежно, любовно, с любовью  2) безрассудно, излишне доверчиво
1541;35312;fiercely;"1) свирепо, люто, жестоко  2) неистово, сильно; неудержимо, горячо"
790;34535;fatally;1) фатально, роковым образом, неизбежно  2) пагубно, смертельно
384;34127;faithfully;1) верно, честно  2) точно 
2623;32126;equally;"1) поровну  2) в равной степени; равным образом, одинаково"
2242;31727;enthusiastically;"восторженно, с восторгом, с радостью; с энтузиазмом"
2127;31611;enormously;чрезвычайно, крайне, очень
1878;44195;hearty;"1) крепкий, здоровый парень, особ. матрос  2) (унив.) (жарг.) студент, занимающийся спортом  3) искренний, сердечный  4) дружеский, теплый, радушный  5) здоровый, крепкий; энергичный  6) сильный  7) обильный, плотный (о еде)  8) плодородный (о почве)  9) крепкий (о строительном лесе)"
4904;133372;elegantly;1) элегантно  2) модно
4688;127017;eagerly;1) с нетерпением  2) горячо
6741;124101;doubtlessly;1) несомненно  2) бесспорно
6933;128494;doubtfully;сомнительно
9309;22838;cruelly;"1) жестко, безжалостно; бессердечно  2) мучительно"
8412;21917;courageously;смело, отважно, храбро
4920;18345;closely;"1) близко  2) тесно; плотно  3) внимательно"
4682;18100;clearly;"1) звонко, отчетливо  2) отчетливо, ясно  3) понятно; ясно"
3183;16467;cheerfully;"1) бодро; весело  2) охотно, с готовностью"
11118;124028;cautiously;1) осторожно  2) осмотрительно
1621;14786;carelessly;"1) небрежно, невнимательно; кое-как; неосторожно  2) беспечно, беззаботно; легкомысленно  3) без умысла, нечаянно"
1619;14783;carefully;"1) осторожно, с большой осторожностью; осмотрительно  2) тщательно, внимательно  3) точно, аккуратно"
6377;19809;composure;"спокойствие; самообладание, хладнокровие"
2624;32128;equanimity;"хладнокровие; невозмутимость; спокойствие, самообладание"
11528;129985;calmly;1) спокойно  2) хладнокровно
6157;13329;busily;1) деловито  2) энергично  3) навязчиво
5387;12495;brightly;ярко и пр.
8328;132740;bravely;1) храбро  2) отважно
4228;11290;boldly;1) смело  2) нагло  3) круто
3665;10706;blindly;1) безрассудно  2) машинально
7058;7077;awkward;"1) неуклюжий, неловкий; нескладный  2) неудобный  3) неловкий, неудобный; затруднительный  4) (разг.) опасный; трудный (часто о человеке)  5) часам"
7061;7080;awkwardly;"1) неуклюже, неловко; нескладно  2) неудобно, затруднительно"
4988;4811;anxiously;1) с волнением, тревожно, беспокойно  2) (разг.) очень, чрезвычайно
4301;4106;angrily;сердито, гневно
1054;524;accidentally;"случайно; нечаянно, без умысла"
3671;37468;formerly;"прежде, раньше; некогда"
7054;7073;awfully;1) (эмоц-усил.) ужасно, очень, крайне  2) (эмоц-усил.) ужасно, страшно
642;7524;badly;"1) (разг.) больной  2) (разг.) сожалеющий (о чем-л.)  3) (разг.) грустный, подавленный  4) плохо и пр  5) (эмоц-усил.) очень сильно, интенсивно; крайне  6) с сожалением, тяжко "
7192;120700;be badly off;1) нуждаться  2) быть в трудном положении
1067;24516;decidedly;"1) решительно; окончательно  2) бесспорно, явно, несомненно"
4323;124347;go deeply into;углубляться
1338;24787;deeply;"1) глубоко; на большую глубину; на большой глубине  2) серьезно, глубоко; сильно, очень  3) низким голосом, на низких нотах  4) концентрированно, густо (о цвете)  5) искусно  6) (deeply-) как компонент сложных слов"
3737;117732;intensely;"1) сильно, очень; чрезвычайно  2) с напряжением, напряженно, внимательно"
9545;77634;purely;"1) чисто  2) целомудренно, непорочно  3) (эмоц-усил.) вполне, целиком; совершенно  4) только, лишь, просто, исключительно  5) (диал.) весьма, чрезвычайно"
2824;104844;utterly;крайне, чрезвычайно, совершенно
3729;134341;wriggle out;1) отвертеться  2) вывертываться
2788;109178;wriggle;"1) изгиб, извив  2) изгибание; выгибание (тела)  3) извиваться (о черве, змее); изгибаться; корчиться; дергаться  4) извивать, изгибать  5) пробираться ползком  6) (into) втереться; примазаться (тж. to wriggle along)  7) (from, out of) ускользать, увиливать"
2769;109159;wreck;"1) крушение, авария, катастрофа; гибель (судна, самолета и т. п.)  2) гибель, крушение (надежд и т. п.); крах (моральный, финансовый и т. п.)  3) остов или обломки погибшего судна; остатки кораблекрушения, выброшенные морем; затонувшее судно  4) обломки (самолета, автомобиля и т. п.)  5) развалина  6) вызывать аварию, крушение, катастрофу, гибель (самолета, судна и т. п.); повреждать, выводить из строя (танк и т. п.)  7) подрывать, губить (здоровье, карьеру и т. п.)  8) потерпеть аварию, крушение  9) потерпеть крах, рухнуть (о планах и т. п.)  10) сносить (здание); демонтировать  11) собирать остатки кораблекрушения  12) (ам.) (сл.) разменивать (деньги) "
2273;108657;wobble;"1) качание; шатание, пошатывание  2) дрожание  3) проявление нерешительности, колебание  4) (авт.) неровный ход, неустойчивое движение; виляние передних колес  5) (рад.) качание частоты, биение, воб(б)уляция  6) качаться; шататься; вихлять  7) проявлять нерешительность, колебаться  8) (разг.) раскачивать; шатать  9) дрожать  10) бить, вилять (о колесах)  11) (рад.) издавать биения  12) (мор.) рыскать"
3137;118977;wink;"1) моргание, мигание  2) подмигивание  3) миг   4) моргать, мигать  5) мигать, мерцать (о свете)  6) подмигивать; перемигиваться  7) закрывать глаза (на что-либо); смотреть сквозь пальцы  8) приходить к концу; угасать, меркнуть (обыкн. wink out)  9) (спец.) сигнализировать светом "
1527;107888;whirl;"1) кружение; обороты; (быстрый) оборот  2) вихрь, вихревое движение, завихрение; водоворот  3) суматоха; водоворот (жизни)  4) разброд, неразбериха  5) смятение (чувств)  6) попытка  7) (тех.) блок для шнура  8) вертеть, кружить; вращать  9) вертеться, кружиться; вращаться  10) уносить (ветром, потоком); увозить (на автомашине и т. п.)  11) уноситься; нестись, мчаться во весь опор  12) быть в смятении; кружиться (о голове)"
